68	0.945992
210	0.723444
344	0.360896
764	1.659203
863	1.376656
958	0.860437
975	5.197071
1029	0.963867
1109	2.437354
1524	0.470040
1633	0.811527
1743	0.881052
1902	1.254084
1972	0.626114
2000	1.534264
2079	1.738384
2081	1.232336
2187	1.448350
2906	1.717195
3013	1.893286
3182	1.358173
3307	1.176091
3367	0.545260
3369	1.416165
3462	1.307020
3526	1.090024
3595	1.240074
4054	0.951866
4111	0.603251
4193	1.437354
4326	1.355373
4361	1.717195
4362	0.586096
4387	0.814105
4576	1.136324
4683	0.821930
4799	1.109995
4804	1.405946
4981	0.689166
5000	1.562293
5010	0.581532
5014	0.572546
5060	0.960233
5258	1.052642
5534	1.925471
5610	2.663688
5660	1.471212
5764	0.922143
5983	1.315138
6020	0.334406
6069	0.560848
6080	0.749380
6162	0.912309
6211	1.592256
6358	0.627794
6363	3.996043
6425	1.200163
6451	0.717195
6499	1.268562
6599	0.611279
6809	5.473856
6822	1.367316
6967	0.606445
7195	1.738384
7217	2.439740
7278	0.436270
7288	0.492871
7554	0.256941
7577	3.826281
7605	0.960233
7641	1.315138
7970	0.710934
8004	0.990196
8174	0.762952
8214	2.261263
8270	0.520900
8342	0.297475
8344	0.695022
8347	2.340365
8465	0.925471
8528	1.738384
8574	0.709000
8621	2.364163
8651	0.939044
8726	0.709000
8738	1.170182
8855	2.466468
8985	1.760661
9104	2.136324
9159	1.808965
9464	0.532719
9639	1.291226
9655	1.340444
9656	2.209831
9854	2.136324
9862	1.608050
9886	1.507935
10007	1.878087
10258	1.315138
10346	0.956629
10385	0.905875
10431	1.641474
10444	2.261263
10497	4.419663
10522	1.182082
10667	1.035093
10824	2.340444
11001	0.846290
11008	1.028739
11017	1.194316
11056	1.039702
11114	2.853261
11121	1.022381
11237	0.528869
11339	0.272258
11789	1.022381
11929	1.043779
11982	1.043779
12009	2.136324
12028	0.459631
12043	0.644962
12086	0.814105
12199	1.075626
12201	2.131636
12204	0.890195
12217	1.323411
12291	0.277486
12330	0.928824
