t_index	term	df
4760	hasti	2
4761	hastili	4
4762	hat	5
4763	hatch	24
4764	hate	8
4765	hatim	1
4766	hatr	8
4767	haul	6
4768	haunt	8
4769	haut	1
4770	havana	1
4771	haven	49
4772	haviar	2
4773	havoc	3
4774	haw	6
4775	hawaii	10
4776	hawk	3
4777	hawkin	25
4778	hawley	1
4779	hayat	2
4780	hazard	1
4781	head	206
4782	headach	2
4783	headband	4
4784	headdress	1
4785	headi	2
4786	headlight	1
4787	headlin	25
4788	headlinenew	2
4789	headmast	1
4790	headphon	1
4791	headquart	54
4792	headset	1
4793	headway	1
4794	heal	15
4795	heali	1
4796	health	73
4797	healthi	9
4798	heap	11
4799	hear	85
4800	heard	83
4801	heardnb	1
4802	hears	7
4803	hearst	9
4804	heart	43
4805	heartbeat	2
4806	heartbreak	2
4807	hearten	2
4808	heartfelt	2
4809	heat	29
4810	heath	2
4811	heaven	2
4812	heavi	65
4813	heaviest	2
4814	heavili	32
4815	heavyweight	6
4816	heck	1
4817	hedg	2
4818	heed	9
4819	heel	4
4820	hefe	1
4821	hegemoni	2
4822	heidi	2
4823	height	9
4824	heighten	29
4825	heir	9
4826	heiress	5
4827	heist	4
4828	heitkamp	2
4829	held	163
4830	helena	1
4831	helicopt	26
4832	hell	5
4833	hello	6
4834	helm	1
4835	helmet	11
4836	help	313
4837	helper	2
4838	helpless	4
4839	helplessli	1
4840	hem	1
4841	hemispher	4
4842	hen	1
4843	henc	3
4844	henderson	1
4845	henhous	1
4846	henin	3
4847	henman	12
4848	henri	35
4849	henrieta	3
4850	herald	8
4851	herb	2
4852	herbert	1
4853	herculean	1
4854	herd	5
4855	heritag	2
4856	hermann	1
4857	hernandez	5
4858	hernando	3
4859	hero	15
4860	heroic	8
4861	heroism	1
4862	herwig	1
4863	herzegovina	4
4864	hesit	6
4865	hetal	2
4866	heuberg	1
4867	hewitt	7
4868	hey	5
4869	hezbollah	4
4870	hi	6
4871	hiatu	2
4872	hiccup	1
4873	hicham	6
4874	hichim	1
4875	hickl	1
4876	hid	3
4877	hidden	5
4878	hide	55
4879	hideout	4
4880	hien	1
4881	high	208
4882	higher	43
4883	highest	41
4884	highland	3
4885	highli	37
4886	highlight	11
4887	highris	1
4888	highway	19
4889	hijazi	1
4890	hike	2
4891	hill	32
4892	hillari	59
4893	hilli	6
4894	hillsboro	1
4895	hillsid	18
4896	hilton	2
4897	hinder	2
4898	hindi	1
4899	hindsight	3
4900	hindu	8
4901	hing	6
4902	hingi	40
4903	hint	10
4904	hinterland	3
4905	hip	2
4906	hirashima	3
4907	hire	11
4908	hiro	5
4909	hiromi	1
4910	hisashi	2
4911	hisham	1
4912	hispan	8
4913	histor	30
4914	histori	95
4915	historian	7
4916	hit	118
4917	hitler	2
4918	hitter	1
4919	hiv	1
4920	hive	1
4921	hm	1
4922	hmm	1
4923	hmo	2
4924	ho	26
4925	hoan	2
4926	hobbl	2
4927	hobe	1
4928	hobnob	1
4929	hodeidah	2
4930	hoe	4
4931	hoeven	1
4932	hoey	1
4933	hoffman	4
4934	holbrook	1
4935	hold	141
4936	holden	3
4937	holder	4
4938	holdov	1
4939	holdup	9
4940	hole	136
4941	holf	1
4942	holi	22
4943	holiday	26
4944	holiest	2
4945	hollow	1
4946	hollywood	5
4947	holtz	1
4948	homag	1
4949	homback	1
4950	home	320
4951	homecom	6
4952	homegrown	2
4953	homeland	25
4954	homeless	23
4955	homemad	4
4956	homemak	2
4957	homeown	1
4958	homeport	3
4959	homestead	2
4960	hometown	16
4961	homework	1
4962	homicid	1
4963	homili	1
4964	hondura	9
4965	honduran	6
4966	honest	13
4967	honesti	5
4968	honestli	5
4969	honey	2
4970	honeymoon	1
4971	hong	1
4972	honk	4
4973	honolulu	1
4974	honor	58
4975	honorif	1
4976	hoogenboom	1
4977	hook	1
4978	hooper	1
4979	hoopla	1
4980	hop	8
4981	hope	224
4982	horiuchi	2
4983	horizon	5
4984	horn	12
4985	horner	1
4986	horrend	3
4987	horribl	8
4988	horrif	6
4989	horrifi	5
4990	horror	3
4991	hors	6
4992	horsch	1
4993	horseback	3
4994	horsepow	1
4995	hose	9
4996	hosni	6
4997	hospit	88
4998	hoss	1
4999	host	22
5000	hostag	30
5001	hostil	15
5002	hot	15
5003	hotb	2
5004	hotel	69
5005	hoteol	1
5006	hothead	2
5007	hotli	9
5008	hound	2
5009	houphouet	6
5010	hour	287
5011	houri	1
5012	hourli	1
5013	hourlong	1
5014	hous	293
5015	household	3
5016	housekeep	1
5017	housew	2
5018	housewif	1
5019	houston	12
5020	hover	6
5021	howard	14
5022	howev	124
5023	hq	1
5024	hrbati	16
5025	htm	11
5026	html	12
5027	http	58
5028	huaman	2
5029	huang	1
5030	hub	4
5031	hubbard	1
5032	hubbel	8
5033	hubbl	1
5034	huber	2
5035	hubert	5
5036	huckabe	1
5037	huddl	7
5038	hudson	5
5039	hue	1
5040	huff	1
5041	huffington	3
5042	huffman	1
5043	hug	14
5044	huge	77
5045	hugh	2
5046	hugo	1
5047	huh	4
5048	hulk	2
5049	hull	78
5050	human	60
5051	humanitarian	31
5052	humbl	7
5053	humbler	1
5054	humid	3
5055	humil	2
5056	humili	10
5057	humor	2
5058	humphrey	2
5059	hunch	2
5060	hundr	120
5061	hung	12
5062	hungari	3
5063	hungarian	1
5064	hunger	4
5065	hungri	11
5066	hunt	25
5067	hunta	1
5068	hunter	11
5069	huntsvil	1
5070	hurdl	4
5071	hurl	8
5072	hurrah	1
5073	hurri	4
5074	hurrican	6
5075	hurt	37
5076	hurtado	1
5077	husarova	2
5078	husband	74
5079	hush	1
5080	huski	2
5081	hussain	1
5082	hussan	1
5083	hussein	8
5084	hussian	1
5085	hut	1
5086	hutchinson	2
5087	hutchison	5
5088	hwa	1
5089	hyderabad	3
5090	hydra	1
5091	hyena	2
5092	hygien	1
5093	hymlek	1
5094	hymn	4
5095	hype	3
5096	hyperinfl	7
5097	hypothermia	2
5098	hypothet	6
5099	hyster	2
5100	hysteria	1
5101	hz	1
5102	i	1
5103	iamaw	1
5104	ian	4
5105	iant	1
5106	ibero	5
5107	ibrahim	2
5108	icbl	1
5109	ice	3
5110	iceberg	1
5111	icg	1
5112	ick	2
5113	icn	1
5114	icon	5
5115	id	7
5116	ida	2
5117	idaho	3
5118	idea	41
5119	ideal	12
5120	ident	31
5121	identif	23
5122	identifi	96
5123	ideolog	10
5124	ideologu	1
5125	idyl	3
5126	ignacio	4
5127	ignit	1
5128	ignomini	4
5129	ignor	22
5130	igor	26
5131	ii	32
5132	iii	9
5133	il	3
5134	ili	4
5135	ilic	2
5136	ilija	1
5137	ilk	1
5138	ill	31
5139	illeg	44
5140	illegitim	7
5141	illicit	10
5142	illinoi	5
5143	illumin	1
5144	illus	3
5145	illustr	9
5146	illustri	2
5147	ilya	9
5148	imag	28
5149	imagin	28
5150	imam	2
5151	imbal	1
5152	imbu	1
5153	imf	2
5154	imlegitim	1
5155	immacul	1
5156	immedi	124
5157	immens	3
5158	immers	1
5159	immigr	29
5160	immin	5
5161	immobil	2
5162	immor	1
5163	immun	2
5164	imp	1
5165	impact	33
5166	imparti	5
5167	impass	6
5168	impati	3
5169	impeach	21
5170	impecc	2
5171	imped	3
5172	impedi	1
5173	impeech	1
5174	impend	3
5175	impenetr	1
5176	imper	1
5177	impercept	1
5178	imperfect	2
5179	imperi	2
5180	imperialist	4
5181	imperson	3
5182	impetu	2
5183	impich	1
5184	implement	10
5185	impli	5
5186	implic	14
5187	implicit	2
5188	implod	1
5189	implor	2
5190	imponder	1
5191	import	138
5192	importantli	2
5193	impos	39
5194	imposs	37
5195	impot	1
5196	impoverish	17
5197	impract	1
5198	impress	18
5199	imprimatur	1
5200	imprison	12
5201	improb	3
5202	impromptu	2
5203	improp	3
5204	improperli	1
5205	improprieti	1
5206	improv	59
5207	improvis	3
5208	impuls	2
5209	impun	4
5210	in	1
5211	inabl	9
5212	inaccess	3
5213	inaccur	4
5214	inact	1
5215	inadequ	7
5216	inadequaci	1
5217	inadvert	1
5218	inappropri	9
5219	inaugur	26
5220	inc	2
5221	incap	2
5222	incapac	15
5223	incarcer	4
5224	incas	1
5225	incens	3
5226	incent	5
5227	incerlik	1
5228	inch	20
5229	inchon	1
5230	incid	47
5231	incident	1
5232	incirlik	2
5233	incit	7
5234	inclin	4
5235	includ	293
5236	inclus	4
5237	incom	15
5238	incompat	2
5239	incompet	1
5240	incomplet	6
5241	incomprehens	1
5242	inconceiv	2
5243	inconclus	3
5244	incorrect	2
5245	incorrectli	1
5246	increas	42
5247	increasingli	30
5248	incred	19
5249	incredul	1
5250	incrimin	3
5251	incub	1
5252	incumb	30
5253	ind	8
5254	inde	27
5255	indecis	3
5256	indefens	1
5257	indefinit	14
5258	independ	97
5259	index	5
5260	india	68
5261	indian	49
5262	indiana	5
5263	indic	79
5264	indict	47
5265	indiffer	2
5266	indign	7
5267	indirect	1
5268	indirectli	4
5269	indiscret	1
5270	indispens	1
5271	indit	3
5272	individu	35
5273	indo	1
5274	indochina	2
5275	indonesia	9
5276	indonesian	1
5277	indoor	6
5278	induc	3
5279	induct	1
5280	inducte	1
5281	indulg	1
5282	industri	28
5283	ineffect	5
5284	ineffectu	2
5285	ineffici	2
5286	inelig	1
5287	inequ	1
5288	inescap	2
5289	inevit	15
5290	inexcus	2
5291	inexpens	1
5292	inexplic	1
5293	infam	2
5294	infanc	1
5295	infant	8
5296	infect	6
5297	infest	7
5298	infight	3
5299	infiltr	10
5300	inflam	4
5301	inflamm	2
5302	inflat	19
5303	inflict	17
5304	influenc	48
5305	influenti	8
5306	influx	1
5307	info	1
5308	inform	165
5309	infrastructur	3
5310	infuri	3
5311	ing	2
5312	ingal	3
5313	ingenu	1
5314	ingest	2
5315	ingrati	2
5316	inhabit	7
5317	inherit	4
5318	inhibit	2
5319	inim	1
5320	iniquit	1
5321	initi	93
5322	inject	8
5323	injur	159
5324	injuri	63
5325	injustic	2
5326	ink	1
5327	inkl	3
5328	inland	1
5329	inlay	1
5330	inmat	41
5331	inn	5
5332	innat	1
5333	inner	18
5334	innoc	30
5335	innocu	1
5336	innov	6
5337	innsbrook	2
5338	innumer	2
5339	inquir	1
5340	inquiri	30
5341	inquisit	3
5342	inquisitor	1
5343	insati	1
5344	insect	1
5345	insecur	1
5346	insepar	1
5347	insert	3
5348	insid	124
5349	insight	1
5350	insinu	1
5351	insist	91
5352	inspect	13
5353	inspector	13
5354	inspir	12
5355	inspit	1
5356	instabl	14
5357	instal	26
5358	instanc	16
5359	instant	4
5360	instantan	2
5361	instantli	15
5362	instead	72
5363	instil	1
5364	instinct	5
5365	institut	75
5366	institution	4
5367	instituto	1
5368	instruct	15
5369	instrument	11
5370	insular	1
5371	insult	3
5372	insur	11
5373	insurg	17
5374	insurmount	1
5375	insurrect	3
5376	intact	6
5377	integr	6
5378	intellectu	5
5379	intellig	110
5380	intelligentia	1
5381	intend	49
5382	intens	29
5383	intensifi	15
5384	intent	36
5385	inter	2
5386	interact	2
5387	interced	3
5388	intercept	6
5389	intercontinent	1
5390	interdict	1
5391	interest	106
5392	interf	1
5393	interfax	8
5394	interfer	3
5395	interim	25
5396	interior	22
5397	intermediari	2
5398	intermingl	1
5399	intermitt	5
5400	intern	219
5401	internet	18
5402	interpret	8
5403	interraci	1
5404	interrog	16
5405	interrupt	13
5406	intersect	4
5407	interst	2
5408	intertwin	3
5409	interv	1
5410	interven	17
5411	intervent	14
5412	interview	120
5413	intifada	1
5414	intim	1
5415	intimid	7
5416	intoler	2
5417	intox	6
5418	intransit	1
5419	intric	2
5420	intricaci	1
5421	intrigu	5
5422	introduc	14
5423	introduct	2
5424	introductori	1
5425	introspect	1
5426	intrus	1
5427	intyr	2
5428	inund	2
5429	invad	2
5430	invalid	7
5431	invas	5
5432	invent	7
5433	invert	1
5434	invest	34
5435	investbanka	1
5436	investig	279
5437	investigat	1
5438	investor	16
5439	invigor	1
5440	invinc	2
5441	inviol	1
5442	invit	26
5443	invok	1
5444	involv	137
5445	inward	2
5446	iowa	12
5447	ipd	1
5448	ira	3
5449	iran	18
5450	iranian	5
5451	iraq	26
5452	iraqi	8
5453	irina	2
5454	irish	2
5455	iron	32
5456	ironi	1
5457	irrat	1
5458	irregular	17
5459	irrelev	2
5460	irrespons	3
5461	irrevers	4
5462	irrevoc	2
5463	irrit	1
5464	irv	24
5465	irvingpd	12
5466	iryani	11
5467	isabela	1
5468	ise	1
5469	isff	1
5470	isham	2
5471	isl	1
5472	islam	68
5473	islamabad	4
5474	islamist	1
5475	islamiya	2
5476	island	23
5477	islaymiyya	1
5478	islyki	1
5479	ismael	3
5480	isn	16
5481	isol	34
5482	isolationist	1
5483	isra	47
5484	israel	73
5485	issu	161
5486	issuanc	3
5487	istanbul	1
5488	itali	11
5489	italian	5
5490	itar	4
5491	itch	2
5492	item	7
5493	itf	1
5494	ithaca	2
5495	itiner	1
5496	itinerari	4
5497	itogi	2
5498	iv	1
5499	iva	6
5500	ivan	4
5501	ivanak	1
5502	ivanov	20
5503	ivashkov	1
5504	ivo	1
5505	ivoirian	6
5506	ivoirit	2
5507	ivon	2
5508	ivori	51
5509	ivorian	27
5510	iwo	2
5511	izetbegov	1
5512	j	33
5513	ja	3
5514	jack	20
5515	jacket	6
5516	jackhamm	2
5517	jacki	4
5518	jackson	4
5519	jacksonvil	2
5520	jacob	1
5521	jacobson	1
5522	jacqu	7
5523	jag	8
5524	jagdishthandra	1
5525	jagland	3
5526	jai	1
5527	jail	55
5528	jailbreak	1
5529	jaim	5
5530	jaisalm	1
5531	jakarta	1
5532	jake	25
5533	jalpataua	5
5534	jam	13
5535	jamal	6
5536	jambiya	1
5537	jame	56
5538	jami	2
5539	jan	42
5540	jana	1
5541	janata	3
5542	jane	9
5543	janel	1
5544	janet	16
5545	janett	2
5546	jang	2
5547	jangonibi	1
5548	janiss	3
5549	janitor	1
5550	jankov	1
5551	januari	22
5552	japan	64
5553	japanes	36
5554	jarcob	1
5555	jason	1
5556	jauntier	1
5557	javier	7
5558	jay	3
5559	jayantil	1
5560	jayn	5
5561	jayshre	1
5562	jaysukhlalani	1
5563	jazeera	3
5564	jazera	1
5565	jd	1
5566	jdc	1
5567	jealous	1
5568	jean	56
5569	jeann	1
5570	jeanni	2
5571	jeb	2
5572	jeep	11
5573	jeevan	1
5574	jeff	4
5575	jefferson	15
5576	jefford	2
5577	jefri	1
5578	jehangir	1
5579	jelena	8
5580	jen	4
5581	jenna	2
5582	jenni	1
5583	jennif	44
5584	jeopard	1
5585	jeopardi	2
5586	jerica	1
5587	jerk	1
5588	jerom	3
5589	jerri	10
5590	jerrold	1
5591	jersey	19
5592	jerudong	1
5593	jerusalem	10
5594	jess	2
5595	jessi	2
5596	jesu	2
5597	jet	19
5598	jethwa	1
5599	jew	5
5600	jewel	1
5601	jewelri	3
5602	jewish	12
5603	jhonni	1
5604	jiang	7
5605	jiddah	1
5606	jig	1
5607	jihad	21
5608	jihadi	1
5609	jihadist	2
5610	jim	51
5611	jima	2
5612	jimen	1
5613	jimmi	10
5614	jing	1
5615	jiri	11
5616	jiten	1
5617	jitsukawa	1
5618	jo	9
5619	joachim	1
5620	joan	4
5621	job	103
5622	jobe	1
5623	jobless	2
5624	jochamowitz	2
5625	jockey	1
5626	jocular	1
5627	jodi	3
5628	joe	5
5629	joel	1
5630	joerg	1
5631	jog	1
5632	johann	1
5633	johansson	3
5634	john	135
5635	johnashcroft	6
5636	johnn	1
5637	johnni	1
5638	johnson	14
5639	join	117
5640	joint	31
5641	jointli	1
5642	joke	16
5643	jolt	8
5644	jon	14
5645	jonathan	12
5646	jone	14
5647	jong	2
5648	jordan	11
5649	jordanian	4
5650	jorg	3
5651	joschka	2
5652	jose	16
5653	joseph	43
5654	josh	1
5655	joshi	1
5656	joshua	3
5657	josip	1
5658	jospin	1
5659	jostl	2
5660	journalist	37
5661	journey	19
5662	journeyni	1
5663	joust	2
5664	jovanov	1
5665	jovic	1
5666	joy	12
5667	joyou	4
5668	joyous	1
5669	joyrid	1
5670	joytosna	3
5671	jr	26
5672	jrm	1
5673	jtf	2
5674	juan	17
5675	juana	1
5676	juarez	1
5677	jubil	13
5678	judd	4
5679	judg	63
5680	judgement	1
5681	judgeship	1
5682	judgment	9
5683	judi	3
5684	judici	24
5685	judiciari	12
5686	judith	4
5687	juelu	1
5688	jug	1
5689	juggler	1
5690	jugic	1
5691	jukic	1
5692	jul	1
5693	juli	60
5694	julio	4
5695	jumbl	2
5696	jump	18
5697	jumper	1
5698	junction	1
5699	june	41
5700	jung	5
5701	jungl	1
5702	junior	9
5703	junk	10
5704	junta	23
5705	jurenovich	3
5706	jurgua	1
5707	juri	14
5708	jurisdict	2
5709	jurisprud	1
5710	jurist	1
5711	juror	2
5712	justic	102
5713	justif	5
5714	justifi	12
5715	justin	7
5716	k	16
5717	kafelnikov	29
5718	kaffu	1
5719	kahn	4
5720	kalamazoo	2
5721	kalashnikov	2
5722	kalemegdan	1
5723	kalmen	1
5724	kaluga	1
5725	kamarau	1
5726	kamikaz	3
5727	kamisar	1
5728	kan	4
5729	kandahar	3
5730	kansa	14
5731	kansara	1
5732	karachi	3
5733	karadich	1
5734	karadjordjev	1
5735	karadz	3
5736	karamo	1
5737	karat	1
5738	karen	1
5739	karim	12
5740	karin	2
5741	karisma	1
5742	karita	1
5743	karl	2
5744	karol	3
5745	karuth	1
5746	kashmir	2
5747	kasich	1
5748	kasra	1
5749	katarina	1
5750	kathi	1
5751	kathia	3
5752	kathleen	4
5753	kati	3
5754	katmandu	1
5755	katzenbach	1
5756	kay	5
5757	kcep	3
5758	kearney	1
5759	keedysvil	1
5760	keef	1
5761	keel	7
5762	keeler	1
5763	keen	3
5764	keep	131
5765	keith	11
5766	kelli	2
5767	kemba	2
5768	kemp	4
5769	ken	7
5770	kendal	1
5771	kendel	1
5772	kenedi	19
5773	kennedi	22
5774	kenneth	22
5775	kenni	1
5776	kent	4
5777	kentucki	6
5778	kenya	39
5779	kenyan	2
5780	kenzo	3
5781	kept	63
5782	kera	1
5783	kerchief	1
5784	kerrey	1
5785	kerri	2
5786	keshubhai	4
5787	ketan	1
5788	kevin	6
5789	key	73
5790	keyboard	3
5791	keyston	2
5792	kft	1
5793	kgb	5
5794	kha	7
5795	khai	1
5796	khaldei	1
5797	khale	4
5798	khalifa	3
5799	khamri	1
5800	khoan	1
5801	khobar	8
5802	khou	2
5803	khouang	1
5804	ki	1
5805	kick	14
5806	kickback	6
5807	kid	10
5808	kidnap	31
5809	kidnapp	6
5810	kidney	6
5811	kiefer	4
5812	kieli	1
5813	kielli	1
5814	kill	431
5815	killer	21
5816	kilomet	3
5817	kim	20
5818	kin	3
5819	kind	115
5820	kinda	2
5821	kinder	1
5822	king	17
5823	kingdom	3
5824	kingsvil	1
5825	kinship	1
5826	kipper	1
5827	kiri	1
5828	kirk	17
5829	kirti	1
5830	kiss	8
5831	kissimme	1
5832	kit	12
5833	kitchen	11
5834	kitkat	1
5835	kitti	2
5836	kktv	4
5837	klebanov	9
5838	klempson	1
5839	kline	2
5840	klink	3
5841	kmov	5
5842	knack	2
5843	knee	2
5844	kneel	2
5845	knew	54
5846	knez	1
5847	knife	6
5848	knippschild	1
5849	knit	1
5850	knive	4
5851	knock	28
5852	knockout	1
5853	knot	1
5854	know	247
5855	knowingli	1
5856	knowledg	16
5857	known	156
5858	knoxvil	5
5859	kobe	1
5860	koch	1
5861	kofi	13
5862	kohl	2
5863	kohut	1
5864	kokilabehn	1
5865	koler	3
5866	koleskinov	1
5867	kolesnikov	13
5868	kollek	1
5869	kolubara	17
5870	kolubarska	1
5871	komasagua	1
5872	komers	2
5873	komsomolskaya	1
5874	konan	12
5875	kone	3
5876	kong	1
5877	konsensu	1
5878	korac	4
5879	koran	2
5880	korea	11
5881	korean	9
5882	korhogo	8
5883	kornblum	1
5884	korton	1
5885	koryerov	1
5886	kosovar	3
5887	kosovo	47
5888	kosovor	1
5889	kosovska	1
5890	kostinitca	1
5891	kostolac	1
5892	kostrolot	1
5893	kostroma	1
5894	kostunica	103
5895	kothari	1
5896	kouassi	1
5897	kournikova	22
5898	kovac	1
5899	kovacev	4
5900	kragujevac	2
5901	kraljevo	1
5902	krall	1
5903	krasnaya	1
5904	kratochvil	2
5905	krauss	1
5906	kremlin	4
5907	krin	1
5908	krishna	1
5909	kristen	1
5910	kristi	1
5911	kristina	1
5912	krugel	2
5913	kubikov	1
5914	kucera	3
5915	kuchera	1
5916	kuerten	16
5917	kuerton	1
5918	kugel	1
5919	kuluada	1
5920	kumamoto	1
5921	kumbh	3
5922	kumsomolitz	1
5923	kuntal	3
5924	kurd	1
5925	kuroyedov	5
5926	kursk	55
5927	kursumlija	1
5928	kurti	1
5929	kusa	1
5930	kusi	1
5931	kutch	3
5932	kuwait	15
5933	kuwaiti	1
5934	kvashnin	1
5935	ky	1
5936	kyl	3
5937	kyushu	2
5938	l	8
5939	la	33
5940	lab	8
5941	label	7
5942	labor	23
5943	laboratori	12
5944	labori	1
5945	labu	1
5946	lac	1
5947	lace	3
5948	lacey	1
5949	lacina	1
5950	lack	46
5951	lackey	3
5952	lacki	1
5953	ladder	5
5954	laden	90
5955	ladi	32
5956	lae	1
5957	lafayett	2
5958	lag	3
5959	lahat	1
5960	lahej	5
5961	lahiri	1
5962	laid	17
5963	lain	2
5964	lair	1
5965	lake	6
5966	lakeina	2
5967	lakiba	2
5968	lakshmi	3
5969	lal	1
5970	lam	4
5971	lamb	1
5972	lambast	1
5973	lambent	1
5974	lambert	2
5975	lame	2
5976	lament	3
5977	lamont	1
5978	lamp	2
5979	lan	2
5980	lanc	1
5981	lancast	1
5982	lanchin	1
5983	land	53
5984	landlord	6
5985	landmark	6
5986	landmin	1
5987	landown	1
5988	landscap	3
5989	landslid	42
5990	landstuhl	21
5991	lane	4
5992	lang	1
5993	langdon	1
5994	langhorn	1
5995	langston	1
5996	languag	25
5997	languish	2
5998	lans	1
5999	lanviara	1
6000	lao	4
6001	lap	2
6002	lapdog	1
6003	lapel	3
6004	lapentti	1
6005	laps	16
6006	laquawensa	1
6007	lar	3
6008	lara	5
6009	lard	1
6010	larg	115
6011	larger	33
6012	largess	1
6013	largest	83
6014	laron	1
6015	larri	34
6016	larson	3
6017	lasal	1
6018	laser	2
6019	lash	5
6020	last	507
6021	latch	2
6022	late	160
6023	latecom	2
6024	latent	2
6025	later	193
6026	latest	60
6027	latham	3
6028	latifah	1
6029	latin	18
6030	latter	2
6031	laud	4
6032	lauderdal	2
6033	laugh	6
6034	laughter	2
6035	launch	51
6036	launder	28
6037	laundri	1
6038	laura	4
6039	lauran	1
6040	laurent	29
6041	lauri	1
6042	lautenberg	6
6043	laver	11
6044	lavish	2
6045	lavishli	1
6046	law	133
6047	lawless	6
6048	lawmak	41
6049	lawn	5
6050	lawrenc	10
6051	lawsuit	2
6052	lawton	3
6053	lawyer	72
6054	lax	7
6055	laxiti	2
6056	laxman	3
6057	lay	24
6058	layer	5
6059	layoff	2
6060	layov	3
6061	lazarevac	1
6062	lazi	1
6063	lazili	1
6064	lazio	15
6065	lazo	1
6066	le	8
6067	lead	179
6068	leadem	1
6069	leader	301
6070	leadership	34
6071	leagu	4
6072	leak	15
6073	lean	13
6074	leap	5
6075	learn	59
6076	learnt	2
6077	leas	1
6078	least	209
6079	leather	4
6080	leav	195
6081	leavenworth	2
6082	leavitt	1
6083	lebanes	3
6084	lebanon	12
6085	lectur	2
6086	led	124
6087	lee	13
6088	leech	4
6089	lefortovo	14
6090	lefrotovo	1
6091	left	249
6092	leftist	20
6093	leftov	4
6094	leg	39
6095	legaci	12
6096	legal	67
6097	legend	5
6098	legendari	2
6099	legion	1
6100	legisl	36
6101	legislatur	19
6102	legitim	12
6103	legitimaci	11
6104	lehan	1
6105	lehrer	3
6106	leicest	1
6107	leidig	1
6108	lend	11
6109	lender	2
6110	lendl	1
6111	length	8
6112	lengthi	9
6113	lenienc	4
6114	lenient	1
6115	leningradski	2
6116	lennard	1
6117	lent	1
6118	leon	5
6119	leonard	12
6120	leposava	1
6121	leprinc	1
6122	lesbian	1
6123	lesion	1
6124	lesley	1
6125	lesli	2
6126	less	95
6127	lessen	1
6128	lesser	4
6129	lesson	14
6130	lest	1
6131	let	116
6132	letdown	1
6133	lethal	2
6134	letter	77
6135	letup	1
6136	leve	1
6137	level	106
6138	lever	3
6139	leverag	2
6140	lewi	1
6141	lewinski	3
6142	lexington	4
6143	lg	1
6144	li	3
6145	liabil	1
6146	liar	5
6147	libbi	2
6148	liber	29
6149	liberia	3
6150	liberti	8
6151	libido	1
6152	librari	3
6153	libya	3
6154	libyan	3
6155	licens	19
6156	lid	1
6157	lida	1
6158	lie	45
6159	lieberman	27
6160	lien	1
6161	lieuten	15
6162	life	134
6163	lifeless	1
6164	lifelong	1
6165	lifestyl	2
6166	lifetim	4
6167	lift	90
6168	light	46
6169	lightbulb	1
6170	lighter	2
6171	lightheartedli	2
6172	lightli	4
6173	lightn	4
6174	like	348
6175	likelihood	3
6176	liken	1
6177	likin	2
6178	lilic	1
6179	lima	33
6180	limb	12
6181	lime	4
6182	limit	38
6183	limousin	10
6184	limp	5
6185	limpli	1
6186	lincoln	7
6187	linda	7
6188	lindenhurt	2
6189	lindi	1
6190	lindsay	41
6191	lindsey	2
6192	line	158
6193	lineman	1
6194	liner	2
6195	lineup	4
6196	linger	16
6197	linguist	1
6198	link	84
6199	lion	1
6200	lionel	1
6201	lioniz	1
6202	lip	2
6203	lipent	1
6204	lippin	1
6205	lippold	18
6206	liquid	2
6207	lir	1
6208	lisa	17
6209	lisnard	2
6210	list	97
6211	listen	28
6212	lister	1
6213	lists	1
6214	lit	7
6215	liter	12
6216	literaci	1
6217	literatur	2
6218	lith	1
6219	liton	1
6220	litter	3
6221	littl	162
6222	litton	6
6223	littor	1
6224	liturgi	1
6225	liv	1
6226	live	218
6227	liveliest	1
6228	liver	1
6229	ll	88
6230	llagostera	3
6231	lleyton	7
6232	llosa	3
6233	lloyd	3
6234	lo	16
6235	load	50
6236	loader	5
6237	loan	22
6238	loayza	2
6239	lob	8
6240	lobbi	7
6241	lobbyist	1
6242	lobito	2
6243	local	100
6244	locani	2
6245	locat	49
6246	lock	19
6247	locker	1
6248	lockerbi	2
6249	lockup	1
6250	locu	1
6251	lodg	1
6252	loft	2
6253	lofti	2
6254	loftiest	1
6255	log	6
6256	logic	5
6257	logist	12
6258	logvinovich	1
6259	lohna	1
6260	loi	1
6261	loit	1
6262	london	33
6263	lone	8
6264	long	236
6265	longer	65
6266	longest	6
6267	longev	1
6268	longshot	1
6269	longstand	4
6270	longtim	26
6271	look	221
6272	lookout	3
6273	loom	7
6274	loop	1
6275	loophol	2
6276	loos	24
6277	loosen	7
6278	looser	2
6279	loot	11
6280	lopez	6
6281	lopsid	4
6282	loran	6
6283	lord	6
6284	lore	1
6285	lorensen	1
6286	lorenzo	6
6287	lori	1
6288	loron	2
6289	lorri	1
6290	lose	79
6291	loser	7
6292	loss	62
6293	lost	150
6294	lot	132
6295	lott	6
6296	lotteri	1
6297	lou	1
6298	loud	13
6299	loudli	1
6300	loudspeak	9
6301	loug	1
6302	loui	65
6303	louisiana	6
6304	louisvil	4
6305	lourd	1
6306	lousi	3
6307	love	50
6308	low	57
6309	lowel	3
6310	lower	26
6311	lowest	5
6312	loyal	16
6313	loyalist	17
6314	loyalti	8
6315	lsd	1
6316	lt	53
6317	ltd	2
6318	lubbock	1
6319	luci	1
6320	lucia	2
6321	luciano	1
6322	lucio	2
